,id,pred_label,probs
3140,3140,per:employee_of,"[0, 0.00010074811, 4.217273e-05, 1.271832e-05, 0.0005951102, 1.7605984e-05, 0.99706846, 1.3485798e-05, 0.000108060565, 4.1155592e-05, 2.6262474e-05, 0.00035849356, 0.00010622952, 2.0323816e-05, 0.00033776156, 0.00057119515, 3.2067663e-05, 2.8942439e-05, 2.62753e-05, 3.4792127e-05, 3.8211678e-05, 3.415252e-05, 1.8523126e-05, 0.000107902386, 3.167859e-05, 3.78773e-05, 3.946316e-05, 4.079546e-05, 3.925177e-05, 7.0241826e-05]"
3141,3141,no_relation,"[0.95361328125, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026, 0.001599542026]"
3142,3142,no_relation,"[0.8800048828125, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662, 0.004137762662]"
3143,3143,org:top_members/employees,"[0, 0.97781074, 0.003444844, 0.001797664, 0.00026975517, 0.00092265103, 6.4590764e-05, 0.00052776834, 0.00013984466, 0.007947173, 0.00020587127, 0.00012317169, 4.8281854e-05, 0.00011822192, 0.0001246236, 6.5543885e-05, 0.00028778453, 0.0001358071, 0.00021554064, 0.0005315182, 0.0019098695, 9.734171e-05, 0.0010267819, 0.00015593185, 0.00016096023, 0.0001920806, 6.86894e-05, 0.00013137193, 0.0013729433, 0.00010271299]"
3144,3144,no_relation,"[0.8966064453125, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989, 0.003565294989]"
3145,3145,per:employee_of,"[0, 0.00020723049, 9.571094e-05, 2.3307452e-05, 0.0010863405, 1.527048e-05, 0.9953826, 1.1560582e-05, 0.00040238362, 4.931779e-05, 2.6103107e-05, 0.00022243445, 0.00026005224, 2.9607594e-05, 0.00072224677, 0.00061777036, 4.1146235e-05, 3.3978442e-05, 2.4641628e-05, 5.033963e-05, 2.2067052e-05, 4.2390217e-05, 2.3651382e-05, 0.00012434868, 5.914106e-05, 3.9919265e-05, 5.1886884e-05, 7.835874e-05, 7.485262e-05, 0.00018119148]"
3146,3146,no_relation,"[0.9967403411865235, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028, 0.000112402028]"
3147,3147,per:title,"[0, 9.8348835e-05, 1.4474422e-05, 3.7507147e-05, 0.996527, 2.9439696e-05, 0.0007202581, 1.5881527e-05, 0.00020515181, 1.6708838e-05, 2.1580652e-05, 7.505999e-05, 0.00016974496, 1.997834e-05, 0.0011532194, 0.00032496298, 5.4559256e-05, 9.280842e-05, 2.1225334e-05, 2.3017396e-05, 2.6133117e-05, 7.855934e-05, 2.8119002e-05, 2.0372378e-05, 3.274628e-05, 4.739033e-05, 3.4234126e-05, 3.6353176e-05, 3.5424462e-05, 3.9654147e-05]"
3148,3148,no_relation,"[0.669677734375, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953, 0.011390422953]"
3149,3149,no_relation,"[0.7618408203125, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506, 0.008212385506]"
3150,3150,org:alternate_names,"[0, 0.0021586514, 0.21529792, 0.019146135, 0.00028845633, 0.7283435, 0.00016180934, 0.00090062903, 0.0005636681, 0.00063467806, 0.0005177562, 0.00013258182, 0.00031991626, 0.00041158372, 0.00021731338, 0.00014113261, 0.00049694977, 0.00032942745, 0.00040639154, 0.0021314197, 0.023139797, 0.00034154824, 0.0003967837, 0.000404412, 0.00042568677, 0.00026913354, 0.00022399281, 0.00030259497, 0.0015158375, 0.00038028116]"
3151,3151,org:members,"[0, 0.0041182507, 0.7062433, 0.013450581, 0.00016475076, 0.1900828, 0.00020644206, 0.059346747, 0.0004465289, 0.0012688632, 0.0009729305, 0.00050895696, 0.00038719404, 0.0007159942, 0.00034337008, 0.00026793967, 0.00043917698, 0.00025969604, 0.00042900347, 0.003495114, 0.011482443, 0.00028134734, 0.00061033265, 0.00078751857, 0.0005606199, 0.00037785553, 0.00044046555, 0.00073764095, 0.0012360704, 0.0003380466]"
3152,3152,org:members,"[0, 0.007838627, 0.41318998, 0.01906274, 0.00021721369, 0.09165652, 0.0004042265, 0.35480335, 0.00074421265, 0.0017267592, 0.0011834558, 0.001299772, 0.0005628594, 0.000548748, 0.0004875902, 0.00033807382, 0.00092212646, 0.00035777522, 0.00034846502, 0.0032548872, 0.09456601, 0.0004576015, 0.00071640156, 0.00071640156, 0.00081417116, 0.00050949526, 0.00040265053, 0.0009113833, 0.0016213483, 0.00033708484]"
3153,3153,per:origin,"[0, 0.00013328614, 8.292104e-05, 5.0688617e-05, 0.0005966183, 0.00010410791, 0.076275535, 0.00015774113, 0.00029628634, 0.00017726653, 0.00015913365, 0.021263853, 0.0005589679, 0.00043892642, 0.0005672161, 0.89014435, 0.000225623, 0.00015095924, 0.00018155893, 0.000102895014, 9.359553e-05, 0.00015636082, 0.00012435774, 0.00028472717, 0.00019940348, 0.00013913811, 0.0064346413, 0.00041140933, 0.00019746566, 0.00029105262]"
3154,3154,org:top_members/employees,"[0, 0.9944705, 0.00039616888, 0.0009634422, 0.000103447805, 0.00036124466, 2.3127453e-05, 0.00011702156, 7.9045545e-05, 0.00051670166, 7.221821e-05, 4.708516e-05, 1.7069777e-05, 3.59607e-05, 3.031153e-05, 3.4990717e-05, 6.168109e-05, 3.3063905e-05, 7.414773e-05, 0.00017845836, 0.0005636197, 3.926436e-05, 0.00022822387, 9.4006515e-05, 4.4797536e-05, 5.5182685e-05, 3.112139e-05, 4.484131e-05, 0.0012467868, 3.642014e-05]"
3155,3155,per:employee_of,"[0, 5.020052e-05, 2.1580436e-05, 1.1201252e-05, 0.00017624673, 1.2158842e-05, 0.9979779, 9.67496e-06, 6.324288e-05, 2.9590725e-05, 1.678226e-05, 0.00015783233, 0.00011115741, 1.4853745e-05, 0.00014841462, 0.00084990705, 1.9812993e-05, 1.6667927e-05, 1.7004973e-05, 2.3934064e-05, 1.3697281e-05, 2.4299105e-05, 1.5220849e-05, 3.884408e-05, 2.5242409e-05, 2.592949e-05, 3.3164324e-05, 2.7200422e-05, 2.8214994e-05, 4.0030678e-05]"
3156,3156,no_relation,"[0.710205078125, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341, 0.009992928341]"
3157,3157,no_relation,"[0.522705078125, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582, 0.016458445582]"
3158,3158,per:date_of_death,"[0, 4.9823622e-05, 4.876461e-05, 7.126458e-05, 8.748589e-05, 3.954867e-05, 3.836934e-05, 4.6146863e-05, 0.00013453662, 7.274115e-05, 0.00024202853, 5.9835234e-05, 2.016007e-05, 0.00010894441, 6.409988e-05, 5.3557447e-05, 7.005703e-05, 0.00027870922, 0.00010655722, 7.9075515e-05, 2.5286396e-05, 0.00016280793, 0.00065983203, 6.658826e-05, 0.99581945, 0.00048795712, 6.539605e-05, 0.00084311434, 0.000110720845, 8.7123546e-05]"
3159,3159,no_relation,"[0.561767578125, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823, 0.015111462823]"
3160,3160,per:title,"[0, 0.0001322932, 1.8680888e-05, 4.1324118e-05, 0.9967614, 4.056443e-05, 0.0007289196, 1.6680156e-05, 0.00018674556, 1.8882643e-05, 2.503988e-05, 7.058705e-05, 0.00010689914, 1.9142579e-05, 0.0008878734, 0.0002922183, 5.319092e-05, 8.748851e-05, 2.403363e-05, 3.16843e-05, 3.2562624e-05, 0.00010645639, 3.5885492e-05, 2.462761e-05, 3.3826724e-05, 5.0941344e-05, 3.5467412e-05, 3.870685e-05, 6.146199e-05, 3.6486217e-05]"
3161,3161,org:product,"[0, 0.00023185243, 0.006731615, 0.98742086, 8.52365e-05, 0.0016821896, 3.5775585e-05, 0.00013547791, 0.00034561727, 0.00044378138, 0.000105407315, 4.9331098e-05, 0.00011486637, 0.00010372247, 4.800048e-05, 2.614843e-05, 0.00015269425, 0.000120732126, 0.0001934482, 0.00022855063, 0.0004000431, 5.46579e-05, 0.0002887388, 0.000108012406, 0.00012621765, 0.00017816933, 8.449063e-05, 0.00013118153, 0.00023231989, 0.00014066852]"
3162,3162,no_relation,"[0.87841796875, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836, 0.004192483836]"
3163,3163,per:employee_of,"[0, 0.0019796786, 0.00070725614, 0.0007528703, 0.016446654, 0.00038944132, 0.74661654, 0.00037088245, 0.0042668628, 0.0151513675, 0.003185509, 0.008213557, 0.005121124, 0.0033037986, 0.10163735, 0.03574782, 0.020689247, 0.0013526628, 0.0010411819, 0.0011379445, 0.00084647484, 0.0015899399, 0.002035551, 0.012808667, 0.0033012163, 0.0033996084, 0.0017182957, 0.002430295, 0.001967152, 0.0017911124]"
3164,3164,org:member_of,"[0, 0.0666688, 0.110133156, 0.12577602, 0.0010526382, 0.07138562, 0.0006334888, 0.00987562, 0.0042401985, 0.0031874136, 0.0014902678, 0.0007220553, 0.00043880485, 0.0011858267, 0.0010650464, 0.00060212257, 0.0010073814, 0.0009226213, 0.02450214, 0.22730654, 0.289031, 0.002119132, 0.03300345, 0.0033322354, 0.0028516038, 0.0021704454, 0.00075818686, 0.0008994903, 0.0122305425, 0.001408204]"
3165,3165,per:product,"[0, 0.00028477964, 0.0004949467, 0.006720035, 0.010196918, 0.0013344459, 0.062769435, 0.00024960504, 0.5716076, 0.00029757345, 0.0007222561, 0.0006138694, 0.32824662, 0.00064050866, 0.0017041798, 0.0028136647, 0.000993736, 0.00064301555, 0.00042792258, 0.0006017022, 0.00020896054, 0.0011982357, 0.00049591437, 0.00047878278, 0.0008240373, 0.0005809162, 0.0009014995, 0.0008984235, 0.00079401827, 0.0022564318]"
3166,3166,per:title,"[0, 0.00010199352, 1.5887528e-05, 4.049106e-05, 0.9978776, 3.858028e-05, 0.00029599396, 1.6375852e-05, 9.14264e-05, 1.510088e-05, 1.8091047e-05, 6.6781904e-05, 8.2214625e-05, 1.4983364e-05, 0.00052869786, 0.00022894987, 3.873128e-05, 0.00013064293, 1.7449034e-05, 2.2448807e-05, 3.7466394e-05, 7.581829e-05, 2.8600522e-05, 1.9427822e-05, 2.5202926e-05, 5.282319e-05, 2.800628e-05, 2.888119e-05, 3.1334934e-05, 2.994383e-05]"
3167,3167,per:colleagues,"[0, 0.00027062642, 0.00014642032, 0.00018929702, 0.0058259373, 0.00010998551, 0.0007752841, 9.8686694e-05, 0.00050270424, 0.0001711827, 0.0013398977, 0.00040546563, 0.0009441178, 0.002530294, 0.94223756, 0.00023673709, 0.008120171, 0.032241594, 0.00022822432, 0.00013279748, 0.00014728078, 0.0013703337, 0.00036648658, 0.0001867266, 0.00031840906, 0.00014627741, 0.000108069056, 0.0004075498, 0.00023283933, 0.00020912387]"
3168,3168,org:top_members/employees,"[0, 0.9922306, 6.2176456e-05, 0.00011461156, 2.5843177e-05, 0.00022821073, 1.956469e-05, 0.00012495759, 3.056989e-05, 6.457441e-05, 4.7812213e-05, 3.7933543e-05, 3.0331992e-05, 2.9169993e-05, 9.80983e-05, 2.7162881e-05, 4.555595e-05, 2.8410914e-05, 2.8079914e-05, 0.00017395297, 0.00028498526, 4.771892e-05, 8.5879394e-05, 4.1702555e-05, 4.385353e-05, 3.923335e-05, 2.1997172e-05, 3.3492586e-05, 0.005923111, 3.048046e-05]"
3169,3169,org:place_of_headquarters,"[0, 0.00014352355, 0.00042057945, 0.00013108709, 4.5802935e-05, 0.00015858997, 2.4805538e-05, 0.9942061, 7.489202e-05, 0.000107408916, 0.000100950616, 0.00019059093, 3.9100883e-05, 7.4164214e-05, 4.7118632e-05, 0.00016197965, 7.383902e-05, 8.7301516e-05, 0.0001808448, 0.000104537256, 0.0028811647, 8.8719615e-05, 0.00015817911, 5.407456e-05, 3.9253922e-05, 5.4339245e-05, 0.000103723745, 8.478095e-05, 0.000112124726, 5.0353832e-05]"
3170,3170,no_relation,"[0.9948997497558594, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698, 0.000175870698]"
3171,3171,per:title,"[0, 0.000108182285, 1.6017173e-05, 7.234699e-05, 0.99819154, 4.1171785e-05, 0.00022812902, 1.4176577e-05, 0.0001240316, 1.4526944e-05, 1.806143e-05, 4.675637e-05, 0.000117316136, 1.2462009e-05, 0.0003232882, 0.00015159612, 3.312287e-05, 0.000108129476, 1.6493366e-05, 2.0486274e-05, 3.084377e-05, 6.316189e-05, 3.3042103e-05, 1.8928213e-05, 2.5632888e-05, 5.6820474e-05, 2.823482e-05, 2.694185e-05, 3.0738527e-05, 2.7919501e-05]"
3172,3172,per:title,"[0, 0.00016332403, 3.0226664e-05, 4.46503e-05, 0.9945957, 3.8172784e-05, 0.0020923207, 2.19851e-05, 0.00017242033, 2.9239523e-05, 3.0642757e-05, 0.00013706334, 8.6740736e-05, 2.6700998e-05, 0.0014102154, 0.00036931652, 7.54537e-05, 7.9403675e-05, 3.699833e-05, 3.438535e-05, 3.3588818e-05, 0.00011828586, 4.285599e-05, 2.5955425e-05, 4.792618e-05, 4.804333e-05, 4.6338377e-05, 4.757644e-05, 6.299777e-05, 5.1442395e-05]"
3173,3173,no_relation,"[0.8599853515625, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325, 0.004828091325]"
3174,3174,no_relation,"[0.9190673828125, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903, 0.002790779903]"
3175,3175,no_relation,"[0.899658203125, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961, 0.003460061961]"
3176,3176,no_relation,"[0.9969482421875, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028, 0.000105233028]"
3177,3177,no_relation,"[0.9959754943847657, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056, 0.000138776056]"
3178,3178,org:top_members/employees,"[0, 0.837075, 0.029037427, 0.028309429, 0.0015078725, 0.03968945, 0.00021279414, 0.0016945966, 0.00081174995, 0.0053661405, 0.00073946774, 0.00030244142, 0.0002247554, 0.0003669579, 0.00036374677, 0.00017300039, 0.0007181179, 0.00055356533, 0.0007452675, 0.0035054807, 0.037066966, 0.0005551895, 0.0045653167, 0.0007485497, 0.0007648058, 0.00067197933, 0.00020068396, 0.0004707233, 0.0031638467, 0.0003948434]"
3179,3179,per:title,"[0, 0.00012495204, 1.9910756e-05, 3.84728e-05, 0.99704295, 3.5983372e-05, 0.00054769206, 1.7281878e-05, 0.00012716789, 1.6442244e-05, 2.5867279e-05, 6.825944e-05, 7.160081e-05, 2.010615e-05, 0.00096029125, 0.00024880032, 6.456366e-05, 9.627298e-05, 2.3437704e-05, 2.8604522e-05, 3.47064e-05, 0.00011056632, 3.3133256e-05, 2.171871e-05, 3.0330642e-05, 3.9791084e-05, 3.085344e-05, 3.5201345e-05, 5.1267696e-05, 3.3803248e-05]"
3180,3180,org:product,"[0, 0.00066642545, 0.006209663, 0.98295146, 0.00028232014, 0.0014879445, 6.2321065e-05, 0.00014568117, 0.004088335, 0.00013071534, 0.00013141932, 5.707743e-05, 0.000144195, 7.3360476e-05, 4.9881146e-05, 6.0996415e-05, 0.0001311629, 0.00026072122, 0.00012339676, 0.00040008395, 0.00059534155, 9.4565396e-05, 0.000381623, 0.00013167625, 0.00017989223, 0.0001389421, 8.128198e-05, 0.00021052081, 0.00056918955, 0.00015968728]"
3181,3181,no_relation,"[0.861328125, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793, 0.004781788793]"
3182,3182,org:members,"[0, 0.0049981205, 0.93496335, 0.012143053, 9.0212576e-05, 0.0016147484, 0.00018099292, 0.0364655, 0.00034195813, 0.0005464476, 0.0003409578, 0.00034363195, 0.00010807581, 0.0003383044, 0.00015863753, 8.5913474e-05, 0.00023353707, 0.00022969198, 0.00018348443, 0.001019404, 0.0019861744, 0.00016239952, 0.00053015264, 0.000394939, 0.00030923527, 0.00024522323, 0.00013489714, 0.00059077854, 0.0010579444, 0.00020230694]"
3183,3183,no_relation,"[0.8314208984375, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468, 0.005813072468]"
3184,3184,per:employee_of,"[0, 0.00020106933, 5.0001257e-05, 1.7424007e-05, 0.00088068534, 1.8674984e-05, 0.9964463, 1.0054741e-05, 0.00018050159, 4.2580807e-05, 2.1017366e-05, 0.00016298999, 0.0002533082, 2.6672424e-05, 0.00028038656, 0.00077417213, 2.5525676e-05, 2.9408578e-05, 2.0772504e-05, 3.606735e-05, 2.2881068e-05, 3.875134e-05, 2.0094118e-05, 0.00011251464, 3.6261594e-05, 3.2267482e-05, 5.3919255e-05, 4.7259404e-05, 4.6401932e-05, 0.000111993926]"
3185,3185,per:employee_of,"[0, 6.127416e-05, 2.1997832e-05, 1.521515e-05, 0.00015502411, 1.3065143e-05, 0.9976043, 1.1654473e-05, 0.00016309973, 3.5671157e-05, 2.1062346e-05, 0.00015593512, 0.0001904968, 1.56675e-05, 0.00019311914, 0.00086803926, 2.3223e-05, 2.1467278e-05, 1.9883091e-05, 2.7835038e-05, 9.428868e-06, 2.9818922e-05, 1.9177485e-05, 4.702642e-05, 4.0817384e-05, 3.0214647e-05, 4.2149066e-05, 3.738305e-05, 4.7398145e-05, 7.85624e-05]"
3186,3186,org:member_of,"[0, 0.04140403, 0.045919687, 0.0065767094, 0.00033097144, 0.018444838, 0.00012355427, 0.0023335756, 0.00019801845, 0.001455154, 0.00031122266, 0.00016987108, 0.00013490503, 0.00036850487, 0.00041432117, 0.00015079167, 0.00058628694, 0.000247161, 0.00066176016, 0.0056308545, 0.86983216, 0.00033389317, 0.0010233913, 0.0004258066, 0.00042768195, 0.00043996712, 0.00019724645, 0.00024214387, 0.0014184987, 0.00019705392]"
3187,3187,org:number_of_employees/members,"[0, 0.010130312, 0.0022362268, 0.0013723283, 0.0007522722, 0.00030650696, 0.0011533613, 0.00032058978, 0.00065696496, 0.96882015, 0.0006547632, 0.0009019745, 0.00032357784, 0.000535447, 0.00022424529, 0.00036345326, 0.0007864281, 0.0005064562, 0.0011666719, 0.00074096816, 0.00024797465, 0.00038407065, 0.0029337292, 0.0012741635, 0.00064863765, 0.00059726136, 0.00023113778, 0.0005892951, 0.00059102406, 0.0005500215]"
3188,3188,no_relation,"[0.965118408203125, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351, 0.00120281351]"
3189,3189,no_relation,"[0.7392578125, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914, 0.008991109914]"
3190,3190,org:number_of_employees/members,"[0, 0.004758279, 0.42749083, 0.018240348, 0.00043191432, 0.0031030818, 0.0024063794, 0.007678326, 0.001909421, 0.5056788, 0.0011224907, 0.0011056277, 0.00072544254, 0.0010447449, 0.00041618, 0.00061267614, 0.0014682992, 0.0009761897, 0.0022381374, 0.003653647, 0.0021343974, 0.00053490786, 0.002989309, 0.0014794539, 0.00083335, 0.0009920468, 0.00063459866, 0.0014437719, 0.002166829, 0.0017305018]"
3191,3191,no_relation,"[0.9906997680664062, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653, 0.000320697653]"
3192,3192,per:title,"[0, 8.865584e-05, 1.4208343e-05, 4.5809138e-05, 0.99750155, 2.5131996e-05, 0.00032879383, 1.2200605e-05, 0.00018425657, 1.6725178e-05, 2.3632392e-05, 7.016144e-05, 7.346239e-05, 1.951556e-05, 0.0007139561, 0.0002806835, 5.319145e-05, 9.8192984e-05, 1.8513085e-05, 2.0213856e-05, 2.0896287e-05, 8.987626e-05, 3.2238626e-05, 1.8841387e-05, 3.5303623e-05, 4.7483023e-05, 2.9439723e-05, 4.1883166e-05, 5.451936e-05, 4.0614377e-05]"
